fecha,mes,cliente_id,cliente,sector_cliente,producto_id,producto,categoria,sede_id,cantidad,unidad,precio_unitario,descuento_pct,total_cop,margen_pct
2025-01-04,2025-01,CLI-012,Bimbo Colombia,Panadería,PAN-002,Mejorizador panadera CM-5,Panadería,BOG-AME,101.0,kg,27077,0.0,2734767,0.345
2025-01-04,2025-01,CLI-009,Rica Rondo S.A.,Cárnicos,CAR-002,Eritorbato de sodio,Cárnicos,ITA,18.3,kg,22599,0.0,413553,0.341
2025-01-04,2025-01,CLI-010,Frigorífico Guadalupe,Cárnicos,CAR-010,Nitrito de sodio 99%,Cárnicos,BOG-AME,72.2,kg,25839,0.0,1865602,0.333
2025-01-04,2025-01,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-002,Agar VRBD coliformes,Laboratorio,BOG-AME,3.5,500g,268888,0.0,941109,0.328
2025-01-04,2025-01,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-002,Alcohol etílico 96°,Aseo & Desinfección,BOG-AME,62.4,litro,10197,0.0,636312,0.381
2025-01-04,2025-01,CLI-007,La Carreta Alimentos,Cárnicos,CAR-008,Almidón de papa para cárnicos,Cárnicos,ITA,105.1,kg,10513,0.0,1104874,0.363
2025-01-04,2025-01,CLI-006,Procesadora Meta Lácteos,Lácteos,SAB-002,Sabor natural fresa premium,Sabores & Colorantes,BOG-AME,28.1,kg,94455,0.0,2654178,0.347
2025-01-04,2025-01,CLI-019,Centro Análisis ALF,Laboratorio,LAB-001,Agar PCA recuento total,Laboratorio,BOG-AME,45.4,500g,271724,0.0,12336277,0.327
2025-01-04,2025-01,CLI-010,Frigorífico Guadalupe,Cárnicos,CAR-003,Carragenina Iota cárnicos,Cárnicos,TUN,49.0,kg,57839,0.02,2777422,0.339
2025-01-04,2025-01,CLI-004,Gloria Colombia,Lácteos,LAC-008,Cremodan® SE 709-2,Lácteos,MOS,117.5,kg,141348,0.0,16608430,0.333
2025-01-04,2025-01,CLI-005,Lácteos El Recreo,Lácteos,LAC-004,Choozit® MM 100,Lácteos,ITA,88.9,dosis,257319,0.0,22875668,0.327
2025-01-04,2025-01,CLI-014,Pan Pa' Ya,Panadería,PAN-007,Enzima xilanasa panadera,Panadería,MOS,56.0,kg,104767,0.0,5866933,0.333
2025-01-04,2025-01,CLI-010,Frigorífico Guadalupe,Cárnicos,CAR-002,Eritorbato de sodio,Cárnicos,BOG-AME,52.6,kg,21432,0.0,1127339,0.341
2025-01-04,2025-01,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-005,Amonio cuaternario QAT-50,Aseo & Desinfección,BOG-QUI,44.6,litro,31765,0.0,1416717,0.333
2025-01-04,2025-01,CLI-009,Rica Rondo S.A.,Cárnicos,CAR-009,Sal Refisal® curación,Cárnicos,ITA,95.3,kg,6027,0.0,574366,0.448
2025-01-06,2025-01,CLI-012,Bimbo Colombia,Panadería,SAB-005,Colorante curcumina natural,Sabores & Colorantes,BOG-AME,115.2,kg,145701,0.02,16449091,0.345
2025-01-06,2025-01,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-008,Almidón de papa para cárnicos,Cárnicos,ITA,76.3,kg,9766,0.0,745153,0.363
2025-01-06,2025-01,CLI-013,Noel S.A.S.,Panadería,PAN-008,Monoglicérido destilado,Panadería,BOG-AME,60.8,kg,29990,0.0,1823365,0.344
2025-01-06,2025-01,CLI-013,Noel S.A.S.,Panadería,PAN-002,Mejorizador panadera CM-5,Panadería,BOG-AME,87.3,kg,26999,0.03,2286263,0.345
2025-01-06,2025-01,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-002,Alcohol etílico 96°,Aseo & Desinfección,BOG-AME,21.1,litro,10470,0.0,220925,0.381
2025-01-06,2025-01,CLI-002,Colanta Ltda.,Lácteos,SAB-010,Pectina HM cítrica,Sabores & Colorantes,TUN,113.5,kg,78141,0.0,8869011,0.329
2025-01-06,2025-01,CLI-012,Bimbo Colombia,Panadería,PAN-004,Ácido ascórbico E300,Panadería,BOG-AME,20.9,kg,35764,0.0,747467,0.333
2025-01-06,2025-01,CLI-010,Frigorífico Guadalupe,Cárnicos,CAR-008,Almidón de papa para cárnicos,Cárnicos,BOG-QUI,63.1,kg,10397,0.0,656048,0.363
2025-01-06,2025-01,CLI-014,Pan Pa' Ya,Panadería,SAB-001,Sabor artificial vainilla,Sabores & Colorantes,ITA,17.5,kg,70167,0.0,1227930,0.36
2025-01-06,2025-01,CLI-013,Noel S.A.S.,Panadería,PAN-008,Monoglicérido destilado,Panadería,BOG-AME,79.2,kg,31181,0.0,2469568,0.344
2025-01-06,2025-01,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-010,Nitrito de sodio 99%,Cárnicos,ITA,88.8,kg,27516,0.0,2443464,0.333
2025-01-06,2025-01,CLI-019,Centro Análisis ALF,Laboratorio,LAB-005,Kit coloración Gram,Laboratorio,BOG-QUI,38.4,kit,120383,0.0,4622694,0.336
2025-01-06,2025-01,CLI-001,Alquería S.A.,Lácteos,LAC-001,Cuajo Chymostar® líquido,Lácteos,MOS,88.7,litro,144110,0.0,12782557,0.331
2025-01-06,2025-01,CLI-009,Rica Rondo S.A.,Cárnicos,CAR-004,Condimento chorizo especial,Cárnicos,MOS,93.8,kg,100196,0.0,9398426,0.333
2025-01-06,2025-01,CLI-001,Alquería S.A.,Lácteos,LAC-009,Nisaplin® (Nisin A),Lácteos,SIB,101.7,kg,528502,0.02,52673705,0.327
2025-01-06,2025-01,CLI-009,Rica Rondo S.A.,Cárnicos,SAB-001,Sabor artificial vainilla,Sabores & Colorantes,ITA,15.5,kg,74736,0.0,1158400,0.36
2025-01-06,2025-01,CLI-013,Noel S.A.S.,Panadería,PAN-005,DATEM emulsificante pan,Panadería,BOG-AME,86.9,kg,26356,0.0,2290328,0.345
2025-01-06,2025-01,CLI-008,Zenú S.A.S.,Cárnicos,CAR-001,Tripolifosfato sódico STPP,Cárnicos,BOG-QUI,36.9,kg,19229,0.0,709545,0.351
2025-01-06,2025-01,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-002,Alcohol etílico 96°,Aseo & Desinfección,BOG-AME,6.2,litro,10048,0.02,61049,0.381
2025-01-06,2025-01,CLI-009,Rica Rondo S.A.,Cárnicos,CAR-010,Nitrito de sodio 99%,Cárnicos,BOG-AME,119.8,kg,27177,0.0,3255751,0.333
2025-01-06,2025-01,CLI-009,Rica Rondo S.A.,Cárnicos,CAR-008,Almidón de papa para cárnicos,Cárnicos,BOG-AME,103.7,kg,9703,0.0,1006236,0.363
2025-01-06,2025-01,CLI-012,Bimbo Colombia,Panadería,PAN-007,Enzima xilanasa panadera,Panadería,VIL,24.5,kg,112145,0.0,2747561,0.333
2025-01-06,2025-01,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-001,Tripolifosfato sódico STPP,Cárnicos,BOG-AME,19.6,kg,18477,0.02,354911,0.351
2025-01-06,2025-01,CLI-014,Pan Pa' Ya,Panadería,PAN-006,Enzima amilasa fungal,Panadería,BOG-AME,102.0,kg,81615,0.02,8158209,0.341
2025-01-06,2025-01,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-001,Tripolifosfato sódico STPP,Cárnicos,MOS,101.6,kg,19035,0.0,1933991,0.351
2025-01-07,2025-01,CLI-007,La Carreta Alimentos,Cárnicos,CAR-001,Tripolifosfato sódico STPP,Cárnicos,BOG-AME,83.9,kg,18812,0.0,1578342,0.351
2025-01-07,2025-01,CLI-004,Gloria Colombia,Lácteos,LAC-007,Lactogel® FX 7720,Lácteos,MOS,19.4,kg,134046,0.0,2600494,0.333
2025-01-07,2025-01,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-005,Kit coloración Gram,Laboratorio,BOG-AME,63.1,kit,127936,0.0,8072767,0.336
2025-01-07,2025-01,CLI-014,Pan Pa' Ya,Panadería,SAB-010,Pectina HM cítrica,Sabores & Colorantes,ITA,6.0,kg,84865,0.0,509190,0.329
2025-01-07,2025-01,CLI-010,Frigorífico Guadalupe,Cárnicos,CAR-003,Carragenina Iota cárnicos,Cárnicos,BOG-AME,92.6,kg,64939,0.0,6013353,0.339
2025-01-07,2025-01,CLI-019,Centro Análisis ALF,Laboratorio,LAB-002,Agar VRBD coliformes,Laboratorio,TUN,76.7,500g,288380,0.0,22118744,0.328
2025-01-07,2025-01,CLI-002,Colanta Ltda.,Lácteos,LAC-005,Yomix® 883 (yogurt),Lácteos,MOS,50.7,dosis,247688,0.0,12557775,0.327
2025-01-07,2025-01,CLI-001,Alquería S.A.,Lácteos,LAC-004,Choozit® MM 100,Lácteos,MOS,18.6,dosis,256382,0.0,4768711,0.327
2025-01-07,2025-01,CLI-022,Avícola Los Llanos,Cárnicos,SAB-010,Pectina HM cítrica,Sabores & Colorantes,BOG-QUI,116.8,kg,78404,0.0,9157621,0.329
2025-01-07,2025-01,CLI-022,Avícola Los Llanos,Cárnicos,CAR-001,Tripolifosfato sódico STPP,Cárnicos,BOG-QUI,73.7,kg,18546,0.0,1366861,0.351
2025-01-07,2025-01,CLI-006,Procesadora Meta Lácteos,Lácteos,LAC-005,Yomix® 883 (yogurt),Lácteos,BOG-QUI,113.9,dosis,235498,0.0,26823194,0.327
2025-01-07,2025-01,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-002,Eritorbato de sodio,Cárnicos,BOG-QUI,57.4,kg,20885,0.0,1198810,0.341
2025-01-07,2025-01,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-008,Almidón de papa para cárnicos,Cárnicos,ITA,66.0,kg,10249,0.0,676442,0.363
2025-01-07,2025-01,CLI-008,Zenú S.A.S.,Cárnicos,CAR-009,Sal Refisal® curación,Cárnicos,TUN,66.3,kg,5661,0.0,375343,0.448
2025-01-07,2025-01,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-002,Alcohol etílico 96°,Aseo & Desinfección,BOG-QUI,97.1,litro,10870,0.03,1023807,0.381
2025-01-07,2025-01,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-005,Amonio cuaternario QAT-50,Aseo & Desinfección,ITA,62.9,litro,33791,0.0,2125482,0.333
2025-01-07,2025-01,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-001,Agar PCA recuento total,Laboratorio,TUN,5.9,500g,255576,0.02,1477741,0.327
2025-01-07,2025-01,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-002,Agar VRBD coliformes,Laboratorio,BOG-AME,34.3,500g,279397,0.0,9583307,0.328
2025-01-07,2025-01,CLI-010,Frigorífico Guadalupe,Cárnicos,CAR-006,Proteína de soya texturizada,Cárnicos,BOG-AME,108.4,kg,14899,0.02,1582774,0.345
2025-01-07,2025-01,CLI-012,Bimbo Colombia,Panadería,SAB-009,Goma xantana,Sabores & Colorantes,BOG-QUI,19.2,kg,62881,0.0,1207313,0.333
2025-01-07,2025-01,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-002,Alcohol etílico 96°,Aseo & Desinfección,BOG-QUI,10.1,litro,10714,0.0,108211,0.381
2025-01-07,2025-01,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-005,Kit coloración Gram,Laboratorio,ITA,84.9,kit,124214,0.0,10545742,0.336
2025-01-08,2025-01,CLI-016,Bavaria S.A.,Sabores & Colorantes,SAB-002,Sabor natural fresa premium,Sabores & Colorantes,BOG-AME,63.4,kg,89422,0.0,5669376,0.347
2025-01-08,2025-01,CLI-012,Bimbo Colombia,Panadería,PAN-001,Levadura seca instantánea,Panadería,TUN,115.0,kg,19553,0.05,2136111,0.342
2025-01-08,2025-01,CLI-006,Procesadora Meta Lácteos,Lácteos,SAB-010,Pectina HM cítrica,Sabores & Colorantes,BOG-AME,54.3,kg,79625,0.0,4323628,0.329
2025-01-08,2025-01,CLI-006,Procesadora Meta Lácteos,Lácteos,LAC-010,Cloruro de calcio alimentario,Lácteos,VIL,58.0,kg,13342,0.0,773844,0.401
2025-01-08,2025-01,CLI-005,Lácteos El Recreo,Lácteos,LAC-004,Choozit® MM 100,Lácteos,MOS,6.3,dosis,247070,0.0,1556544,0.327
2025-01-08,2025-01,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-002,Agar VRBD coliformes,Laboratorio,ITA,87.0,500g,269971,0.0,23487490,0.328
2025-01-08,2025-01,CLI-014,Pan Pa' Ya,Panadería,PAN-006,Enzima amilasa fungal,Panadería,TUN,76.8,kg,88386,0.0,6788065,0.341
2025-01-08,2025-01,CLI-018,Laboratorios LABOFARMA,Laboratorio,LAB-004,Agar Salmonella-Shigella,Laboratorio,VIL,87.2,500g,301992,0.0,26333725,0.328
2025-01-08,2025-01,CLI-012,Bimbo Colombia,Panadería,PAN-005,DATEM emulsificante pan,Panadería,TUN,58.4,kg,28048,0.02,1605234,0.345
2025-01-08,2025-01,CLI-010,Frigorífico Guadalupe,Cárnicos,CAR-005,Condimento mortadela premium,Cárnicos,ITA,37.2,kg,111298,0.0,4140280,0.333
2025-01-08,2025-01,CLI-014,Pan Pa' Ya,Panadería,PAN-003,Propionato de calcio,Panadería,ITA,64.2,kg,23341,0.0,1498504,0.34
2025-01-08,2025-01,CLI-014,Pan Pa' Ya,Panadería,SAB-001,Sabor artificial vainilla,Sabores & Colorantes,MOS,47.5,kg,72304,0.0,3434433,0.36
2025-01-08,2025-01,CLI-003,Alpina S.A.,Lácteos,SAB-001,Sabor artificial vainilla,Sabores & Colorantes,BOG-AME,111.3,kg,73370,0.0,8166083,0.36
2025-01-08,2025-01,CLI-021,Hotel Las Américas,Aseo & Desinfección,ASE-001,Hipoclorito de sodio 15%,Aseo & Desinfección,ITA,50.4,litro,4855,0.0,244677,0.417
2025-01-08,2025-01,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-006,Cepillo VIKAN higiene azul,Aseo & Desinfección,SIB,74.8,unidad,56960,0.0,4260637,0.345
2025-01-08,2025-01,CLI-004,Gloria Colombia,Lácteos,LAC-009,Nisaplin® (Nisin A),Lácteos,MOS,34.8,kg,577238,0.02,19686134,0.327
2025-01-08,2025-01,CLI-008,Zenú S.A.S.,Cárnicos,CAR-003,Carragenina Iota cárnicos,Cárnicos,BOG-AME,88.1,kg,60587,0.0,5337725,0.339
2025-01-08,2025-01,CLI-001,Alquería S.A.,Lácteos,LAC-007,Lactogel® FX 7720,Lácteos,ITA,13.7,kg,126386,0.0,1731488,0.333
2025-01-09,2025-01,CLI-005,Lácteos El Recreo,Lácteos,LAC-010,Cloruro de calcio alimentario,Lácteos,VIL,1.5,kg,13140,0.0,19709,0.401
2025-01-09,2025-01,CLI-019,Centro Análisis ALF,Laboratorio,LAB-001,Agar PCA recuento total,Laboratorio,ITA,118.2,500g,269623,0.05,30275944,0.327
2025-01-09,2025-01,CLI-019,Centro Análisis ALF,Laboratorio,LAB-002,Agar VRBD coliformes,Laboratorio,BOG-QUI,78.3,500g,287741,0.02,22079511,0.328
2025-01-09,2025-01,CLI-007,La Carreta Alimentos,Cárnicos,CAR-001,Tripolifosfato sódico STPP,Cárnicos,MOS,98.8,kg,17109,0.0,1690361,0.351
2025-01-09,2025-01,CLI-013,Noel S.A.S.,Panadería,SAB-009,Goma xantana,Sabores & Colorantes,BOG-AME,111.8,kg,63802,0.0,7133017,0.333
2025-01-09,2025-01,CLI-020,Sodexo Colombia,Aseo & Desinfección,ASE-003,Detergente alcalino CIP-100,Aseo & Desinfección,MOS,88.9,kg,27651,0.0,2458179,0.333
2025-01-09,2025-01,CLI-008,Zenú S.A.S.,Cárnicos,CAR-008,Almidón de papa para cárnicos,Cárnicos,BOG-AME,28.8,kg,9390,0.0,270431,0.363
2025-01-09,2025-01,CLI-005,Lácteos El Recreo,Lácteos,SAB-004,Colorante caramelo IV,Sabores & Colorantes,ITA,4.5,kg,27221,0.02,120044,0.339
2025-01-09,2025-01,CLI-010,Frigorífico Guadalupe,Cárnicos,CAR-004,Condimento chorizo especial,Cárnicos,ITA,50.3,kg,98455,0.02,4853236,0.333
2025-01-09,2025-01,CLI-004,Gloria Colombia,Lácteos,LAC-001,Cuajo Chymostar® líquido,Lácteos,BOG-AME,71.2,litro,137968,0.0,9823287,0.331
2025-01-09,2025-01,CLI-005,Lácteos El Recreo,Lácteos,LAC-005,Yomix® 883 (yogurt),Lácteos,MOS,81.8,dosis,236290,0.0,19328553,0.327
2025-01-09,2025-01,CLI-009,Rica Rondo S.A.,Cárnicos,CAR-001,Tripolifosfato sódico STPP,Cárnicos,TUN,119.8,kg,17733,0.0,2124384,0.351
2025-01-09,2025-01,CLI-014,Pan Pa' Ya,Panadería,SAB-002,Sabor natural fresa premium,Sabores & Colorantes,BOG-AME,23.2,kg,96056,0.0,2228496,0.347
2025-01-09,2025-01,CLI-004,Gloria Colombia,Lácteos,LAC-002,Cuajo Marschall® pastilla,Lácteos,BOG-QUI,109.9,sobre,18215,0.0,2001838,0.351
2025-01-09,2025-01,CLI-012,Bimbo Colombia,Panadería,PAN-005,DATEM emulsificante pan,Panadería,BOG-QUI,42.7,kg,25363,0.0,1083007,0.345
2025-01-09,2025-01,CLI-001,Alquería S.A.,Lácteos,LAC-005,Yomix® 883 (yogurt),Lácteos,ITA,41.8,dosis,238789,0.05,9482318,0.327
2025-01-09,2025-01,CLI-006,Procesadora Meta Lácteos,Lácteos,LAC-008,Cremodan® SE 709-2,Lácteos,VIL,117.6,kg,143052,0.0,16822930,0.333
2025-01-09,2025-01,CLI-011,Frigoríficos El Progreso,Cárnicos,CAR-008,Almidón de papa para cárnicos,Cárnicos,BOG-AME,109.1,kg,10086,0.0,1100401,0.363
